product_id,product_name,amount,product_quantity
303,televisore,556.55,1159
304,bicicletta,829.74,2765
305,occhiali da sole,576.48,3392
306,Videoproiettore HD,869.81,4579
307,Orologio da polso,266.76,4060
308,orologio,979.7,1266
309,cellulare,612.2,2973
310,sedia,616.33,1212
311,Letto a baldacchino,547.3,3273
312,Set di posate in acciaio inox,35.98,4737
313,Altoparlante Bluetooth,458.55,4618
314,pantaloni,315.27,328
315,Fornello a gas,326.1,3111
316,stampante,621.93,795
317,Scarpe da ginnastica,350.54,1882
318,bicchiere,322.36,1425
319,letto,645.57,186
320,microfono,955.52,1788
321,coltello,814.88,1527
322,occhiali da sole,808.82,3589
323,Videocamera HD,904.85,653
324,cellulare,448.61,2675
325,Pantaloni in jeans,422.86,643
326,Portatile,776.61,815
327,microfono,554.75,4045
328,piatto,350.61,3756
329,Smart TV 4K,971.27,2847
330,Lavatrice,583.92,3075
331,cuffie,832.22,267
332,letto,937.0,2033
333,console,747.65,2638
334,bicicletta,993.7,1360
335,Pentola a pressione,92.17,3236
336,sedia,655.7,511
337,borsa,251.55,4534
338,televisore,713.54,1885
339,Aspirapolvere robot,142.04,3512
340,microfono,340.31,4095
341,ventilatore,888.1,549
342,Videoproiettore HD,998.53,1678
343,cuffie,526.12,4638
344,Pantofole da casa,151.29,1180
345,Telefono cellulare,26.11,2262
346,sedia,383.86,1442
347,Pantaloni in jeans,131.08,2037
348,borsa,389.43,636
349,Libri per bambini,457.54,2293
350,Monitor PC,904.38,2810
351,sedia,624.76,2662
352,Macchina fotografica digitale,853.79,1318
353,Abbigliamento sportivo,779.56,4416
354,Orologio da parete,654.23,2419
355,Frigorifero doppia porta,960.97,1939
356,Monitor PC,934.37,2933
357,frullatore,695.86,706
358,cellulare,201.01,3522
359,console,680.12,4219
360,Videoproiettore HD,627.81,3859
361,Tostapane,848.47,3033
362,altoparlante,723.34,4446
363,Pentola a pressione,687.11,2908
364,Videoproiettore HD,765.01,2614
365,Valigia rigida,355.83,1718
366,Monitor PC,185.82,956
367,collana,90.96,503
368,Portatile,489.99,1511
369,Aspirapolvere robot,783.13,4861
370,computer,17.43,92
371,occhiali da sole,370.78,779
372,cucchiaio,680.88,2902
373,Videogiochi,762.15,3974
374,divano,233.18,2603
375,automobile,601.43,4642
376,forno,857.27,154
377,Tavolo da pranzo,906.92,3152
378,console,773.51,4368
379,Libri per bambini,267.38,349
380,Set di pentole antiaderenti,48.35,4918
381,Orologio da parete,423.81,4877
382,bicicletta,633.07,4694
383,giocattolo,41.5,1855
384,letto,792.93,2966
385,sedia,958.12,1483
386,cucchiaio,177.45,4940
387,ventola,104.01,4206
388,maglia,92.79,1124
389,palla,945.45,4135
390,Cuffie Bluetooth,115.2,4608
391,tavolo,269.02,3518
392,Smartwatch,782.03,3781
393,Libri per bambini,36.79,1370
394,microfono,421.82,4213
395,Smart TV 4K,825.17,3585
396,Libri per bambini,394.88,1388
397,occhiali da sole,195.92,4397
398,Lavatrice,18.38,4646
399,Lavastoviglie,140.88,2279
400,macchina fotografica,677.52,4295
401,maglia,214.73,2724
402,scarpe,698.12,3254
403,occhiali,714.05,420
404,Stampante laser,435.43,348
405,Cuffie Bluetooth,917.36,4358
406,scarpe,422.5,696
407,ventilatore,962.61,2626
408,divano,934.96,1048
409,Smartwatch,290.86,4536
410,sedia,213.41,2348
411,collana,547.77,3355
412,Altoparlante Bluetooth,688.3,3722
413,Videoproiettore HD,646.09,3027
414,bracciale,305.8,540
415,Giocattoli per bambini,940.65,1977
416,cucchiaio,927.78,3038
417,Aspirapolvere robot,632.55,2410
418,Vino rosso pregiato,441.85,4794
419,Macchina per il fitness,790.95,956
420,cucchiaio,659.56,4271
421,Letto a baldacchino,637.45,563
422,Forno a microonde,718.73,86
423,bicchiere,329.62,2624
424,Set di posate in acciaio inox,47.44,499
425,Vino rosso pregiato,124.06,4582
426,Frigorifero doppia porta,617.09,3402
427,Pentola a pressione,267.31,4201
428,Pantofole da casa,464.33,2138
429,televisore,231.15,3081
430,Tablet Android,798.8,737
431,scarpe,340.97,2525
432,Lavatrice,295.67,3313
433,Macchina fotografica digitale,197.55,1698
434,Piumino,873.22,3392
435,telecamera,215.45,3129
436,letto,677.69,2598
437,orologio,126.31,3020
438,pantaloni,236.38,4640
439,radiatore,590.52,4478
440,bicicletta,796.14,3406
441,Abbigliamento sportivo,667.51,3030
442,Pentola a pressione,176.09,4946
443,Aspirapolvere robot,983.92,587
444,Smartwatch,180.2,231
445,coltello,47.64,728
446,collana,459.59,3578
447,tavolo,458.31,4139
448,Orologio da polso,858.85,3086
449,Forno a microonde,31.72,3610
450,microfono,559.9,3391
451,telecamera,205.88,1567
452,altoparlante,293.49,943
453,Tappeto persiano,790.79,3251
454,tablet,110.32,1037
455,Kit per il trucco,486.82,3127
456,Set di posate in acciaio inox,656.25,2688
457,Orologio da polso,655.13,2994
458,telecamera,782.54,2583
459,Videocamera HD,591.41,2440
460,Pantaloni in jeans,898.11,366
461,Altoparlante Bluetooth,460.03,2352
462,Abbigliamento sportivo,295.74,4262
463,Valigia rigida,901.82,4270
464,Scarpe da ginnastica,840.22,1201
465,macchina fotografica,681.2,3022
466,sedia,698.22,407
467,Set di pentole antiaderenti,580.31,1717
468,palla,476.28,1737
469,Borsa da viaggio,785.29,1798
470,Frigorifero doppia porta,51.85,1658
471,Videocamera HD,959.37,4717
472,Portatile,728.19,1192
473,Olio di oliva extra vergine,217.7,923
474,Macchina da caffè,526.87,359
475,Set di posate in acciaio inox,681.04,4749
476,pantaloni,641.72,1345
477,Valigia rigida,703.97,1732
478,occhiali da sole,928.21,1869
479,console,519.6,1144
480,Auricolari wireless,545.19,32
481,automobile,174.4,3113
482,libro,254.85,4724
483,Tappeto persiano,54.72,2039
484,occhiali da sole,529.13,2822
485,Smartwatch,260.03,4093
486,Monitor PC,478.72,249
487,Pantaloni in jeans,204.4,3800
488,Cuffie Bluetooth,224.28,2962
489,Fornello a gas,703.13,2821
490,Tavolo da pranzo,669.17,2480
491,Cuffie Bluetooth,537.26,39
492,lampada,331.74,4463
493,Tappeto persiano,16.46,1280
494,cuffie,229.0,1170
495,palla,406.7,1875
496,Abbigliamento sportivo,833.91,745
497,cellulare,68.75,3040
498,Piumino,224.96,976
499,Piumino,374.33,2998
500,altoparlante,767.22,1200
501,Videogiochi,229.58,4218
502,lampada,179.27,4018
503,bicicletta,525.55,4510
504,forchetta,668.39,1238
505,Letto a baldacchino,214.08,2961
506,Piumino,436.91,1758
507,Altoparlante Bluetooth,624.51,867
508,frigorifero,60.24,4244
509,Valigia rigida,413.87,2795
510,coltello,53.81,2805
511,palla,229.74,1685
512,Smart TV 4K,234.02,149
513,lampada,781.65,2130
514,Pantofole da casa,919.36,2869
515,piatto,389.66,1795
516,Portatile,325.31,1412
517,scarpe,702.64,3385
518,libro,485.5,2277
519,Cuffie Bluetooth,72.53,792
520,computer,363.31,3527
521,Smart TV 4K,790.08,4997
522,Macchina da caffè,457.92,3496
523,tazza,680.81,4382
524,bracciale,454.44,3223
525,forno,615.39,3445
526,computer,784.01,1301
527,libro,458.74,4327
528,Olio di oliva extra vergine,690.47,395
529,tappeto,211.41,2784
530,trapano,623.36,3699
531,Videogiochi,559.0,4881
532,forchetta,945.9,3904
533,Aspirapolvere robot,948.12,1856
534,tostapane,171.62,4927
535,Macchina per il fitness,693.59,820
536,palla,28.59,4095
537,bicchiere,369.1,2016
538,radio,592.34,4497
539,occhiali,825.78,1138
540,Pantaloni in jeans,474.6,1322
541,Telefono cordless,571.67,1954
542,pantaloni,314.82,4012
543,borsa,674.71,3490
544,Kit per il trucco,507.82,1844
545,Abbigliamento sportivo,604.35,4523
546,scarpe,636.52,535
547,cuffie,898.34,2561
548,forno,702.7,2985
549,automobile,273.11,3074
550,forchetta,83.75,2625
551,Lavastoviglie,252.49,1524
552,forno,855.5,1088
553,Kit per il trucco,690.43,3423
554,tazza,736.68,2357
555,Videoproiettore HD,879.86,2175
556,Telefono cordless,851.23,4122
557,Set di pentole antiaderenti,186.05,4598
558,Pantofole da casa,858.97,2213
559,piatto,689.72,43
560,piatto,741.48,538
561,televisore,951.12,2668
562,Vino rosso pregiato,289.78,4910
563,Pentola a pressione,618.01,4571
564,palla,618.13,4944
565,bicicletta,727.73,3288
566,Orologio da parete,366.97,980
567,microfono,978.8,2789
568,Pentola a pressione,126.91,4203
569,Auricolari wireless,529.33,1976
570,radiatore,469.66,1446
571,Sedia da ufficio,285.76,574
572,occhiali da sole,643.2,4605
573,cuffie,281.85,4795
574,Tappeto persiano,769.14,4870
575,tavolo,953.46,1834
576,letto,680.22,2690
577,cucchiaio,877.66,4095
578,Olio di oliva extra vergine,627.95,3723
579,cucchiaio,38.99,4018
580,Bicicletta da corsa,440.15,2445
581,divano,750.16,2134
582,cuffie,891.48,4931
583,Stampante laser,184.16,3451
584,Penna stilografica,167.3,468
585,Letto a baldacchino,689.27,87
586,console,796.5,1920
587,Macchina fotografica digitale,545.12,1890
588,Scarpe da ginnastica,215.37,1990
589,Scarpe da ginnastica,72.86,989
590,automobile,129.13,3839
591,tappeto,90.04,2577
592,bicchiere,559.14,4546
593,borsa,406.68,2048
594,Altoparlante Bluetooth,586.94,4855
595,giocattolo,648.59,249
596,Pentola a pressione,845.47,4550
597,Portatile,464.25,3871
598,bicchiere,576.52,4995
599,Kit per il trucco,511.57,1684
600,sedia,934.84,2229
601,lampada,178.57,4066
602,tostapane,404.4,2944
603,radiatore,486.64,3064
604,tostapane,236.71,1715
605,Pantaloni in jeans,913.49,4457
606,Telefono cordless,685.9,3737
607,Sedia da ufficio,571.22,2348
608,Videocamera HD,439.29,2518
609,tappeto,792.84,3214
610,libro,546.56,3705
611,Frigorifero doppia porta,848.55,3543
612,frigorifero,272.9,3395
613,Cuffie Bluetooth,751.14,3844
614,Set di pentole antiaderenti,118.08,3444
615,Penna stilografica,400.67,1173
616,palla,945.69,3840
617,cellulare,253.98,1199
618,frullatore,762.32,3047
619,Pentola a pressione,541.64,4551
620,Telefono cellulare,827.81,3373
621,Sedia da ufficio,702.54,3477
622,Giocattoli per bambini,937.85,1754
623,Pantofole da casa,158.48,1751
624,Pantofole da casa,872.11,2577
625,Olio di oliva extra vergine,791.01,780
626,tostapane,83.59,1738
627,Pentola a pressione,285.86,3624
628,cuffie,404.29,2761
629,Tavolo da gioco,603.86,4627
630,lampada,727.88,3143
631,bracciale,814.66,859
632,altoparlante,126.58,2614
633,Valigia rigida,113.14,1847
634,Piumino,415.7,1000
635,Giocattoli per bambini,530.16,4183
636,Piumino,525.32,867
637,Tablet Android,184.51,480
638,bicicletta,15.63,1775
639,Penna stilografica,83.08,3446
640,Lavastoviglie,312.42,1468
641,forchetta,672.89,657
642,Smart TV 4K,182.35,533
643,radiatore,982.83,1284
644,Telefono cellulare,465.37,3040
645,radiatore,762.17,655
646,Telefono cellulare,9.91,3782
647,ventola,158.17,644
648,Cuscino memory foam,16.78,4202
649,Abbigliamento sportivo,101.24,613
650,macchina fotografica,796.47,1067
651,altoparlante,978.35,1267
652,occhiali,253.44,3689
653,Libri per bambini,69.84,1039
654,automobile,547.79,2136
655,Videocamera HD,229.48,2800
656,piatto,213.71,134
657,Altoparlante Bluetooth,772.51,1944
658,lampada,839.51,227
659,Telefono cellulare,521.75,4942
660,Videoproiettore HD,111.05,1629
661,Giocattoli per bambini,448.39,3691
662,pantaloni,831.99,1106
663,Tappeto persiano,756.66,3442
664,televisore,475.4,15
665,telecamera,896.14,1353
666,forno,367.62,2093
667,Ombrello pieghevole,567.39,2277
668,Macchina da caffè,656.53,339
669,Tostapane,776.17,2085
670,ocarina,244.99,4726
671,bracciale,730.31,3045
672,tappeto,411.17,411
673,Telefono cellulare,502.69,4596
674,letto,782.87,1388
675,Auricolari wireless,645.76,3669
676,libro,687.88,192
677,sedia,241.81,3584
678,Orologio da parete,424.33,1140
679,coltello,208.47,4483
680,Videocamera HD,620.9,768
681,Auricolari wireless,405.8,2920
682,macchina fotografica,975.07,375
683,borsa,742.33,1181
684,Aspirapolvere robot,326.34,3138
685,Bicicletta da corsa,366.37,429
686,macchina fotografica,349.24,4559
687,occhiali,40.88,2130
688,Cuffie Bluetooth,745.75,1182
689,Telefono cellulare,717.04,2663
690,macchina fotografica,4.4,1150
691,Macchina da caffè,911.83,865
692,console,245.66,206
693,lampada,77.91,2887
694,collana,248.52,210
695,Smart TV 4K,423.35,4906
696,Orologio da polso,227.71,4716
697,Tablet Android,701.11,478
698,Pantaloni in jeans,684.43,421
699,ocarina,589.31,2168
700,forchetta,478.96,3020
701,automobile,631.44,4001
702,Smart TV 4K,554.33,4732
703,Macchina per il fitness,206.21,1783
704,libro,765.33,805
705,frigorifero,700.26,1981
706,ventilatore,229.4,4812
707,Vino rosso pregiato,171.09,4700
708,Pentola a pressione,508.27,3785
709,ventilatore,343.4,4316
710,collana,732.19,4509
711,Libri per bambini,630.01,175
712,Giocattoli per bambini,929.7,1902
713,Tavolo da pranzo,477.18,2145
714,trapano,411.26,4145
715,Kit per il trucco,51.72,451
716,maglia,192.65,3243
717,tavolo,157.78,1964
718,Videoproiettore HD,140.56,348
719,Monitor PC,717.61,4778
720,Smartwatch,942.7,4792
721,frullatore,298.81,419
722,Penna stilografica,337.17,2126
723,Macchina per il fitness,165.88,3692
724,cuffie,666.2,2692
725,Stampante laser,588.1,2343
726,stampante,177.66,2120
727,Lavastoviglie,219.58,4862
728,Orologio da parete,964.81,4219
729,Telefono cellulare,514.76,57
730,borsa,315.79,516
731,ventola,88.55,145
732,televisore,73.67,3225
733,Borsa da viaggio,332.18,1919
734,pantaloni,693.04,2655
735,Smartwatch,899.52,4076
736,Piumino,396.29,2300
737,pantaloni,67.09,3950
738,Altoparlante Bluetooth,400.89,1707
739,Tablet Android,648.95,42
740,Pentola a pressione,538.93,4374
741,macchina fotografica,157.37,2341
742,tavolo,641.2,1680
743,Letto a baldacchino,272.69,651
744,piatto,167.53,3855
745,cuffie,200.43,2468
746,macchina fotografica,252.29,4676
747,sedia,79.33,3088
748,altoparlante,764.32,75
749,Libri per bambini,232.32,2057
750,Macchina fotografica digitale,857.14,2651
751,telecamera,423.08,147
752,Altoparlante Bluetooth,260.56,4210
753,bicchiere,139.44,4028
754,frigorifero,292.95,2621
755,Ombrello pieghevole,274.68,1335
756,ocarina,46.25,3725
757,letto,820.26,529
758,tazza,740.83,1000
759,microfono,206.36,4801
760,Auricolari wireless,2.68,3407
761,tostapane,756.2,680
762,Penna stilografica,226.28,3689
763,cellulare,460.11,4536
764,Forno a microonde,598.91,2619
765,microfono,685.54,2518
766,pantaloni,773.92,3441
767,Macchina fotografica digitale,937.95,3908
768,maglia,195.09,3003
769,Macchina da caffè,33.86,1747
770,macchina fotografica,384.18,4436
771,Piumino,170.95,2315
772,Pentola a pressione,870.37,2234
773,Telefono cordless,333.36,3550
774,Lavastoviglie,66.74,2048
775,divano,407.48,845
776,Set di pentole antiaderenti,838.35,4828
777,telecamera,936.86,3634
778,console,158.45,3245
779,ocarina,332.56,2304
780,Set di pentole antiaderenti,865.49,4414
781,occhiali da sole,523.91,3729
782,lampada,920.42,1668
783,Tavolo da pranzo,656.49,3970
784,ventola,712.75,574
785,giocattolo,526.94,1246
786,Cuffie Bluetooth,620.51,3610
787,Macchina da caffè,105.82,3349
788,bicchiere,51.17,595
789,Bicicletta da corsa,745.12,4662
790,lampada,538.66,3664
791,computer,153.31,4805
792,Olio di oliva extra vergine,564.86,4218
793,sedia,352.27,404
794,Piumino,520.13,3377
795,scarpe,243.61,4651
796,Tablet Android,154.51,1131
797,Penna stilografica,22.8,608
798,tablet,72.42,503
799,Aspirapolvere robot,655.77,3857
800,radiatore,366.52,692
801,trapano,806.02,721
802,divano,662.11,1870
803,console,815.11,4931
804,ventola,87.32,4784
805,orologio,640.91,3140
806,Lavastoviglie,155.82,1375
807,Pantaloni in jeans,166.33,3279
808,Tablet Android,441.92,2614
809,Telefono cellulare,513.59,298
810,Letto a baldacchino,780.16,1932
811,Pantofole da casa,937.52,1858
812,frigorifero,745.78,2219
813,trapano,514.61,3513
814,macchina fotografica,302.79,559
815,trapano,113.51,1020
816,lampada,47.09,4177
817,Telefono cellulare,408.87,830
818,altoparlante,453.03,3647
819,Lavatrice,723.91,836
820,Macchina fotografica digitale,56.0,867
821,Altoparlante Bluetooth,811.05,4098
822,altoparlante,518.64,3454
823,Vino rosso pregiato,764.82,2058
824,microfono,104.49,485
825,Tostapane,939.01,459
826,maglia,95.36,2393
827,Tappeto persiano,761.34,1303
828,Penna stilografica,111.35,2521
829,Pentola a pressione,127.16,2404
830,Telefono cordless,275.23,4901
831,collana,475.3,657
832,Tostapane,111.9,1272
833,borsa,513.27,4759
834,borsa,210.79,3943
835,divano,636.77,3489
836,bracciale,446.76,4524
837,Macchina da caffè,992.26,4762
838,Pantofole da casa,117.63,3642
839,telecamera,928.04,3142
840,trapano,516.76,3320
841,Cuscino memory foam,175.76,2198
842,Telefono cellulare,107.74,2197
843,Frigorifero doppia porta,466.24,64
844,occhiali da sole,641.19,2925
845,bicchiere,616.34,3231
846,altoparlante,222.82,2068
847,Tavolo da pranzo,185.88,4994
848,piatto,337.16,3733
849,tostapane,388.59,4198
850,Penna stilografica,700.26,1903
851,Lavatrice,839.43,3326
852,frigorifero,620.97,267
853,Forno a microonde,543.19,1777
854,letto,38.48,2830
855,altoparlante,858.95,3374
856,bicchiere,804.0,395
857,Macchina per il fitness,206.34,2105
858,Videogiochi,269.85,3010
859,Orologio da polso,400.21,1286
860,sedia,833.67,2189
861,Olio di oliva extra vergine,334.83,473
862,Pentola a pressione,779.28,1147
863,Letto a baldacchino,304.28,4140
864,Set di posate in acciaio inox,446.4,967
865,Tablet Android,810.42,4169
866,bicchiere,523.97,3479
867,collana,270.07,3407
868,computer,506.19,3714
869,tostapane,882.71,3490
870,Orologio da parete,515.1,2428
871,letto,137.59,2787
872,Altoparlante Bluetooth,831.19,2161
873,lampada,291.0,1487
874,giocattolo,213.69,2299
875,Lavatrice,356.78,1695
876,radio,63.62,2239
877,Aspirapolvere robot,67.96,1475
878,Auricolari wireless,283.17,1228
879,Lavatrice,513.22,3558
880,Frigorifero doppia porta,176.73,2364
