transaction_id,user_id,merchant_id,product_id,amount
247,7596,5115,4672,760.46
248,4400,6248,727,219.58
249,4818,7751,9390,122.22
250,6108,8721,8750,550.93
251,9445,9501,7054,293.09
252,830,9190,7463,298.24
253,9320,4337,6601,442.8
254,606,8463,1233,227.37
255,4030,9424,6664,921.56
256,5932,1037,9507,559.95
257,5378,2451,2085,983.55
258,8271,3102,9322,676.77
259,8813,8274,7316,593.81
260,8827,6278,79,456.26
261,7932,1105,6712,902.59
262,7606,9572,1003,569.37
263,8326,6333,1095,172.01
264,9789,2270,9204,742.62
265,8961,518,2125,688.59
266,937,5891,5761,711.19
267,4661,7366,8375,42.67
268,2176,9364,6521,790.12
269,1839,3717,6561,721.36
270,2051,6674,9092,485.21
271,5606,6106,797,22.8
272,4540,5019,7987,19.61
273,4831,760,1158,875.83
274,6379,5585,2752,59.35
275,2146,9169,2526,962.05
276,1913,4599,7163,331.53
277,4166,4602,4004,739.13
278,6406,1014,5127,67.55
279,7035,4852,3995,315.38
280,1408,594,2421,645.29
281,3188,6558,3161,796.16
282,8499,2889,3975,979.65
283,4387,9317,214,620.31
284,8226,3143,439,590.52
285,4835,1030,4607,754.69
286,1065,8469,7937,13.48
287,6156,4190,9034,342.68
288,8122,3596,6066,281.06
289,6734,2683,5738,384.33
290,2721,9630,7047,883.18
291,7059,8847,1024,368.33
292,480,9782,4101,230.23
293,5279,5443,390,115.2
294,3429,3705,9311,595.51
295,4218,4730,9211,137.35
296,7930,6400,1791,846.78
297,8499,2006,1212,452.06
298,8505,8824,9843,151.18
299,6858,4588,2718,102.91
300,9102,6877,8266,713.55
301,2875,5624,6349,889.01
302,8876,3637,8280,67.7
303,5186,5323,9803,408.81
304,820,8289,5005,412.62
305,1519,5942,164,420.91
306,3574,6226,164,420.91
307,6013,9405,5954,625.76
308,2039,5650,510,53.81
309,673,302,4884,957.17
310,7371,2542,5354,939.99
311,41,5684,9402,86.55
312,8475,7613,4747,157.43
313,8494,3436,7603,743.98
314,8422,164,9659,331.9
315,6484,4130,7877,249.17
316,7897,1879,164,420.91
317,3732,3446,2170,719.33
318,2684,5753,4726,749.58
319,1586,4683,152,946.36
320,8147,4702,5712,329.49
321,7111,4490,9793,63.41
322,5931,2075,4793,47.43
323,1606,6404,9941,857.05
324,7305,5150,8952,132.63
325,3681,4214,1381,697.24
326,9525,1228,1599,129.58
327,6955,1405,6940,269.62
328,5257,8667,3456,315.88
329,8537,7422,5394,157.04
330,6154,9650,7023,735.99
331,1782,6988,9455,121.71
332,766,3759,8818,642.28
333,7015,91,2794,796.7
334,8828,9530,8351,183.98
335,2622,3687,9752,475.37
336,855,4984,1342,194.18
337,26,9614,5841,480.62
338,9344,1392,3950,605.03
339,365,8429,7968,355.4
340,3224,8161,4918,231.25
341,3571,7984,6805,137.49
342,4530,8220,5610,619.04
343,3517,7865,2593,602.32
344,2595,2780,6716,916.23
345,220,8602,7264,203.15
346,396,6393,5731,783.67
347,4739,9642,9377,775.98
348,8717,303,9157,228.38
349,2929,2103,34,541.81
350,3577,2975,4605,265.7
351,5951,8033,2990,156.44
352,8398,6170,1534,645.1
353,3534,8288,9417,114.82
354,5497,3299,2381,383.84
355,6785,9936,9724,692.54
356,1848,5478,7951,905.58
357,1920,3297,8056,710.51
358,7983,3503,9919,278.05
359,1507,5943,7262,431.17
360,2371,5056,6330,673.46
361,931,9775,2524,314.15
362,4737,6733,889,483.32
363,8223,2714,536,28.59
364,4812,4116,7812,505.93
365,3443,2992,4603,665.99
366,8014,2910,9460,690.55
367,9161,2830,7045,261.93
368,3503,4224,3881,100.56
369,3954,683,5649,596.98
370,359,7724,5461,719.16
371,4509,3094,702,554.33
372,874,2712,4707,753.03
373,1636,2573,6517,434.44
374,6648,7881,6513,490.3
375,3352,2417,1796,496.71
376,6746,1220,8266,713.55
377,1735,9360,5418,490.06
378,709,7935,2451,841.75
379,6397,3757,6574,413.0
380,6611,8791,1778,432.72
381,4080,6747,5936,547.88
382,259,4609,6092,971.6
383,4477,7823,2989,64.66
384,6476,8713,3480,265.5
385,857,8046,2437,698.47
386,8510,804,8868,629.41
387,4884,3307,878,283.17
388,3983,6064,7120,295.19
389,4319,3657,4922,235.9
390,8020,7523,7044,382.16
391,1382,5454,8373,772.76
392,6385,9739,3826,509.38
393,6662,4243,5739,807.07
394,4641,4744,9671,136.11
395,9937,2926,2157,790.24
396,1044,7985,6994,61.2
397,7762,7418,7508,585.71
398,7680,4113,2806,535.83
399,5481,9671,3430,879.89
400,2591,2335,839,928.04
401,9624,6557,8428,935.07
402,9513,7816,6244,194.13
403,7301,5649,3075,898.34
404,8855,5469,764,598.91
405,3495,7977,9972,717.08
406,1727,7116,1066,474.63
407,3857,7657,9687,214.6
408,5247,7783,7056,264.76
409,4324,2915,4576,328.68
410,6280,7636,3933,436.08
411,9337,2426,2874,173.01
412,6484,715,7369,814.13
413,5076,6477,4803,231.74
414,9867,8883,6766,730.06
415,8895,6254,2705,532.79
416,4392,9756,915,982.02
417,1963,5833,6266,369.49
418,5250,2563,7282,874.1
419,9687,9065,5967,467.57
420,7030,6738,2398,148.86
421,7668,7357,2955,469.74
422,8847,9002,5043,609.37
423,2836,4748,2680,73.72
424,4890,6934,9206,325.61
425,2367,9906,5490,146.46
426,9814,8383,829,127.16
427,5476,6632,5385,808.91
428,4776,4188,6107,981.75
429,6620,2500,4175,565.99
430,7625,164,639,83.08
431,4207,9974,3793,119.98
432,2529,7903,7251,231.57
433,2354,503,6002,158.46
434,799,3548,6319,208.39
435,2077,7604,6725,329.28
436,7176,2387,7225,455.71
437,4724,8185,3812,670.6
438,7686,4271,9660,375.64
439,6605,4354,314,315.27
440,3729,4782,6045,227.7
441,9323,5196,5486,969.42
442,2563,3119,4439,33.7
443,4941,675,5836,285.36
444,6339,534,9576,896.96
445,9066,9083,3647,152.6
446,2708,8895,8718,66.21
447,8227,2793,4603,665.99
448,4967,9266,526,784.01
449,7363,7371,3755,513.97
450,3977,2056,4219,904.33
451,4870,3275,277,520.44
452,8349,6406,714,411.26
453,4331,2177,2272,514.12
454,6062,684,2018,644.75
455,9578,2918,6635,507.42
456,8933,4061,5619,897.76
457,9337,6468,222,142.83
458,3957,5181,9284,408.47
459,2737,7506,4465,362.67
460,5999,954,7787,789.9
461,4458,9664,6285,99.89
462,7208,6568,8773,632.83
463,4770,6337,9584,247.56
464,3518,1114,1831,134.67
465,7936,6234,3501,877.32
466,4304,4169,8620,721.05
467,309,2969,9164,444.59
468,9962,3478,556,851.23
469,4338,2833,7501,942.7
470,2990,5374,1623,615.19
471,5303,8673,5308,664.28
472,7512,870,5606,47.11
473,4353,2705,4387,503.83
474,5205,369,3998,306.12
475,6518,1625,1239,70.38
476,2212,2722,5299,387.85
477,7316,1457,4796,425.24
478,9539,2115,4930,103.37
479,2972,7741,5103,962.81
480,7249,1861,4863,225.77
481,7743,4199,5603,388.44
482,8690,594,5443,780.71
483,4032,2070,1294,241.78
484,1725,3094,8112,452.34
485,7917,6379,2055,642.64
486,9555,2238,5744,124.6
487,5912,7439,610,546.56
488,9694,9523,8602,584.86
489,1681,3371,1140,326.89
490,7335,5139,6452,288.63
491,146,3517,2954,377.3
492,9134,6521,8609,793.1
493,3958,4478,9130,401.6
494,676,3388,5161,829.61
495,9608,436,2572,480.94
496,8954,4124,3067,18.23
497,1784,1530,3423,397.09
498,8874,4911,2354,758.1
499,9581,8604,7887,827.7
500,9030,855,6384,850.32
501,4973,8604,8410,644.2
502,3442,4928,2093,959.82
503,433,4982,4628,730.43
504,6809,2691,4020,86.84
505,8492,850,6289,927.26
506,5956,2379,2578,715.18
507,468,3760,9426,362.92
508,1129,955,2067,19.17
509,3269,6200,6390,901.18
510,2864,3611,2804,685.66
511,2238,6633,4434,558.2
512,3665,13,1493,401.16
513,3454,5850,3318,70.37
514,9275,6467,8458,550.86
515,9784,4581,6247,879.71
516,3091,2643,336,655.7
517,5393,1326,672,411.17
518,5799,293,4729,356.87
519,3932,943,9948,488.23
520,8288,1951,4026,921.78
521,293,1798,4090,302.78
522,6089,8368,6547,533.49
523,2716,8685,9341,789.09
524,7279,4669,5661,170.89
525,7117,6372,5819,676.07
526,6205,5118,8289,920.72
527,1530,5947,3158,781.04
528,6918,4312,8920,504.14
529,718,5174,5073,795.28
530,2313,7844,589,72.86
531,5435,9061,2823,444.44
532,6830,2248,8031,524.16
533,6147,9928,4844,713.91
534,4338,9134,8751,683.5
535,9750,9468,9963,960.53
536,3163,8481,4539,527.38
537,3152,464,8999,616.19
538,9192,1853,2360,594.06
539,7090,9008,7340,673.08
540,1185,6904,5961,756.81
541,7097,4876,902,342.46
542,1296,3274,7683,331.02
543,9843,8130,7509,518.29
544,1377,4513,7579,529.72
545,9396,1117,7228,578.08
546,3600,7680,7449,72.98
547,8222,6527,523,680.81
548,841,4530,7988,848.93
549,3364,4803,6601,442.8
550,5825,5260,6531,810.61
551,6692,7146,2357,547.5
552,1801,1746,1068,998.28
553,6993,7843,6935,553.81
554,1884,74,5609,332.77
555,9133,7915,7163,331.53
556,9078,2066,676,687.88
557,1180,711,6439,953.22
558,9764,9877,47,878.13
559,896,5510,6279,16.61
560,8773,5808,4920,64.18
561,908,9980,531,559.0
562,6883,4033,6423,478.85
563,7411,6924,916,280.8
564,3263,1979,3755,513.97
565,6284,8429,7523,661.47
566,2889,3913,9151,904.74
567,5890,2568,2491,145.67
568,1149,9560,1448,214.89
569,3509,2143,8358,307.0
570,9899,5728,3884,222.2
571,3346,3312,1657,983.79
572,967,6249,5318,534.94
573,5586,1002,8602,584.86
574,3656,6350,5670,141.82
575,9356,2698,975,111.64
576,4132,4760,8971,247.95
577,128,316,4205,919.93
578,6842,5700,3705,619.28
579,8274,5330,2605,771.29
580,4189,144,8014,669.23
581,8482,2135,5573,676.95
582,1320,5780,9578,156.2
583,5500,7411,2106,219.46
584,7008,1131,1484,11.21
585,9853,2025,4266,701.43
586,3788,2361,2677,106.64
587,9305,5083,9229,95.19
588,7691,8274,7623,570.65
589,1294,2678,8708,732.38
590,5858,9342,5392,921.51
591,9628,8135,2991,975.43
592,4037,6407,3062,844.84
593,7796,4715,6738,26.8
594,1688,430,5095,895.16
595,9457,2117,4947,54.95
596,3791,9678,2956,246.83
597,3678,7903,6440,886.42
598,1552,8425,8259,803.5
599,4806,1798,4028,461.9
600,4638,7599,4094,763.54
601,8695,9292,2592,910.55
602,4685,4695,6725,329.28
603,3694,53,4389,903.29
604,6689,504,5864,925.64
605,1442,8456,6819,495.8
606,8308,1884,3817,162.62
607,8619,5760,3506,63.79
608,2395,7440,1597,225.14
609,1539,5673,854,38.48
610,2160,4553,5399,768.2
611,5972,361,4287,237.87
612,29,4578,1364,723.86
613,356,8655,2114,9.29
614,2975,3938,6983,482.41
615,219,1944,4706,940.3
616,5426,3250,9354,612.35
617,510,2842,5409,820.33
618,47,8378,7321,717.29
619,4483,992,2137,393.9
620,8507,9454,1045,774.15
621,6383,8738,6611,547.55
622,3105,1025,3055,397.52
623,5274,9888,6434,553.11
624,3400,1636,2486,155.12
625,6900,213,8381,330.1
626,2117,4322,6960,901.21
627,5771,1490,5492,712.68
628,9265,3677,7611,955.77
629,4775,1137,2879,302.32
630,6277,314,5536,340.11
631,1249,7306,7645,563.87
632,5692,8400,5482,19.02
633,3949,1539,2950,394.96
634,5159,182,4511,195.7
635,9711,6802,3715,509.0
636,2788,11,9767,646.01
637,6606,2153,4110,837.4
638,8727,8532,2774,805.96
639,9444,5680,7431,133.4
640,682,7523,744,167.53
641,4910,8103,514,919.36
642,6886,7502,135,577.37
643,1733,1369,5233,188.95
644,8397,9258,1173,438.49
645,5638,130,2172,525.63
646,3183,6289,6876,347.29
647,1893,3951,3417,75.21
648,6292,91,7229,406.6
649,5794,1363,5264,983.97
650,57,2649,7932,396.29
651,2243,8209,4686,593.89
652,5735,621,8607,596.77
653,1035,6179,3079,305.95
654,1820,3424,3998,306.12
655,9951,1614,1044,452.32
656,9123,1719,2827,119.59
657,8327,1244,5099,482.08
658,7525,9454,961,529.81
659,4064,6783,165,232.99
660,9147,955,940,709.69
661,4179,24,3425,706.5
662,1914,5151,3545,26.07
663,4128,6622,5544,589.86
664,4651,1200,8773,632.83
665,7940,4081,3054,675.46
666,6348,7409,3508,247.5
667,10000,5700,376,857.27
668,651,9035,1655,711.27
669,9802,5371,4607,754.69
670,3729,7759,2021,236.64
671,6203,2214,9037,920.54
672,8695,7473,5649,596.98
673,5717,4464,9655,303.51
674,9997,9523,3113,192.77
675,7227,5442,6379,627.3
676,5054,2076,4475,412.96
677,8299,2719,4788,968.09
678,2504,8600,2006,961.31
679,2156,6329,9789,772.05
680,4470,9533,8358,307.0
681,1560,1703,8193,716.25
682,5349,8894,408,934.96
683,6212,9581,4775,198.27
684,5972,8315,5488,548.33
685,9083,741,5385,808.91
686,2310,3924,8836,320.48
687,1405,5424,4053,991.41
688,1288,2715,8284,662.3
689,3463,4177,5230,472.97
690,1708,3899,9796,941.89
691,1757,8094,5602,132.32
692,3310,5003,6359,892.0
693,7699,4616,4071,252.95
694,9328,6445,6968,401.56
695,7389,8367,3964,185.95
696,1037,8411,8264,383.25
697,7882,8991,1242,135.21
698,9043,9921,4736,222.27
699,2098,8141,9648,714.75
700,2849,4689,1904,7.08
701,6542,532,8662,283.38
702,9222,5297,8978,960.26
703,9704,5562,3946,716.24
704,6046,1530,7208,611.28
705,8421,8155,9061,7.66
706,5522,7867,3512,203.5
707,981,1098,8819,905.1
708,6057,57,8198,584.82
709,892,8435,428,464.33
710,4390,7076,7925,397.16
711,1372,9777,9093,564.62
712,1510,1840,3704,874.31
713,2618,3164,8375,42.67
714,729,5801,9023,28.09
715,5671,105,474,526.87
716,240,2198,2137,393.9
717,2412,6141,1149,316.47
718,3810,4817,7763,476.68
719,6035,9967,1484,11.21
720,3119,1957,2652,730.96
721,8743,6899,7134,573.52
722,7162,8618,8477,76.29
723,5596,3408,5723,292.03
724,3028,8910,4777,954.71
725,3350,4589,503,525.55
726,796,6797,5933,296.93
727,4367,1466,1854,705.02
728,3840,3183,5584,495.01
729,7230,7791,1482,147.03
730,6797,6571,5086,676.0
731,8621,6695,8804,912.71
732,9812,1231,157,436.73
733,7402,7569,6183,855.39
734,1247,2028,5495,652.98
735,9632,3832,923,418.56
736,7957,7694,3929,534.84
737,3800,4304,1841,768.6
738,5402,675,6903,990.99
739,2512,6818,368,489.99
740,7626,3221,8424,516.43
741,7226,4519,8109,456.64
742,8360,5857,8682,385.06
743,2254,655,9603,959.99
744,4703,7339,4426,632.5
745,9943,4847,5324,251.9
746,966,3227,1570,575.84
747,4234,4082,8696,116.81
748,3041,7999,2064,324.79
749,8844,6443,2591,902.58
750,4993,292,5206,327.25
751,7634,6140,7605,809.86
752,3,4810,6977,136.15
753,4724,168,5339,620.11
754,1037,4472,6386,376.61
755,988,8788,8680,431.33
756,8677,9543,5388,276.79
757,3309,9425,6138,961.25
758,698,5422,7588,824.26
759,241,5747,8541,663.3
760,596,3487,4834,369.12
761,532,5440,2443,509.7
762,8123,3128,3451,40.01
763,3747,3762,1525,977.59
764,4724,7169,7147,84.35
765,8845,7753,6151,172.98
766,9460,4479,8874,473.24
767,8523,2765,7044,382.16
768,8748,5767,8250,457.06
769,2632,694,8141,246.97
770,6180,33,2776,485.82
771,8519,4184,73,916.38
772,9254,1825,852,620.97
773,328,6287,7477,205.43
774,1140,8495,4055,270.13
775,4763,8680,6179,64.76
776,3546,6683,2180,677.89
777,4008,5298,3062,844.84
778,7947,5887,4348,711.0
779,7608,727,1941,522.32
780,988,6270,9768,544.41
781,3292,9348,8214,920.39
782,7896,7005,3976,772.66
783,6805,8617,9404,577.9
784,4650,9754,4376,868.2
785,131,5068,9583,543.68
786,9448,7056,2329,158.42
787,4945,5814,1179,741.13
788,1799,6404,7764,922.73
789,735,6494,8548,909.96
790,9984,4970,668,656.53
791,9977,429,8873,428.86
792,2099,9585,277,520.44
793,2104,9395,2453,639.86
794,602,4869,5294,482.35
795,2573,9100,9986,287.45
796,1317,2095,4661,33.13
797,2499,310,1682,759.5
798,4692,2689,5795,49.74
799,5336,2807,8154,831.61
800,3854,7102,2259,834.98
801,4545,3461,8781,292.62
802,450,1906,8833,318.28
803,2451,3967,278,885.07
804,3296,9955,6870,233.69
805,9779,3285,4606,100.41
806,9078,5701,8873,428.86
807,3528,953,3173,628.07
808,8852,7792,813,514.61
809,8536,246,9960,456.78
810,564,7075,2536,433.77
811,2867,5578,6070,224.92
812,7911,8604,4,269.8
813,2778,8486,3974,385.96
814,3,4408,7111,712.95
815,8244,4201,6665,646.76
816,8992,1165,9621,762.03
817,2230,8576,2337,515.02
818,3353,802,2614,112.47
819,9572,8615,3129,384.02
820,1865,9154,2307,566.59
821,6708,4935,9473,783.72
822,3442,9883,6749,114.9
823,1848,2694,91,365.92
824,1147,2721,6381,155.37
825,1243,7813,9379,342.97
826,5870,3202,7876,37.67
827,3605,7721,1021,365.25
828,759,5264,5534,336.8
829,5144,164,7376,877.67
830,6283,6151,6882,286.21
831,3726,1954,8580,872.43
832,2642,38,8545,823.65
833,5394,7353,3332,206.03
834,71,2539,5960,940.77
835,5118,3914,767,937.95
836,9730,482,8266,713.55
837,1269,9743,4418,83.82
838,5142,1284,1547,76.26
839,4652,3466,9631,205.49
840,6955,6553,6508,153.27
841,8306,35,8276,596.55
842,7456,2203,9709,332.21
843,346,279,8459,649.53
844,2156,9513,4927,9.19
845,1363,8747,1904,7.08
846,9216,2172,3636,922.25
847,8935,9926,1788,683.54
848,788,6754,3333,554.93
849,8649,9443,8082,752.13
850,2085,9187,4121,444.46
851,5809,6856,9226,649.81
852,690,819,9233,24.03
853,3594,7623,5593,964.18
854,1239,2903,1,222.94
855,9385,7765,2277,732.4
856,2309,2352,4508,430.98
857,7382,4320,4715,689.47
858,6191,1196,6299,858.73
859,2571,9391,3357,132.77
860,3269,6158,8756,593.04
861,4794,8081,2558,465.07
862,6175,7437,8187,632.54
863,2704,2493,4139,674.43
864,3251,7030,2177,269.8
865,8204,9969,477,703.97
866,6866,6289,8779,369.2
867,1059,9154,6616,718.65
868,2311,8690,7244,119.46
869,5659,1296,2210,845.37
870,1280,165,5205,702.78
871,4279,1012,2518,105.54
872,2216,9584,6227,775.7
873,4562,5070,5764,35.2
874,3610,2780,2617,965.66
875,4532,8977,8395,261.42
876,5931,6522,2939,106.14
877,3869,2169,1218,174.61
878,2197,2504,4423,350.68
879,3637,7504,467,580.31
880,4253,3528,1284,57.48
881,6309,6569,5165,539.44
882,8527,9348,7884,84.93
883,4120,3201,6135,637.07
884,4478,2449,3767,861.06
885,2230,4517,1795,819.5
886,3696,1438,803,815.11
887,8496,1886,4994,779.35
888,5020,333,9578,156.2
889,1571,8026,6434,553.11
890,5265,2950,3654,899.63
891,454,2044,1894,973.36
892,6665,4535,6907,589.46
893,5927,6456,9538,187.09
894,7729,594,6457,792.64
895,7288,737,3752,481.64
896,8844,3456,525,615.39
897,8978,8022,5965,626.44
898,4756,8282,5846,558.06
899,5353,8247,7696,740.77
900,4434,121,2367,39.66
901,6028,2922,300,480.79
902,6359,1687,2257,779.31
903,446,1797,8066,995.9
904,8637,7272,9024,832.64
905,3497,9104,5824,120.22
906,4298,6381,3907,63.93
907,3593,6853,7069,642.85
908,2285,5823,3633,911.38
909,2068,8580,1982,180.42
910,5018,6781,7676,46.15
911,2773,6924,2324,554.62
912,2764,7482,206,150.67
913,184,2526,871,137.59
914,9900,5407,2500,434.82
915,2485,1831,7380,204.77
916,8642,8355,4215,733.43
917,1740,5595,9048,478.8
918,2908,6038,2992,23.33
919,686,6077,860,833.67
920,3503,9846,481,174.4
921,7720,575,368,489.99
922,1934,8385,872,831.19
923,9199,613,3367,571.4
924,2977,4867,7047,883.18
925,4096,3595,5452,333.13
926,910,3813,2880,799.32
927,6022,8581,3303,678.33
928,2811,1527,9531,846.76
929,4347,7045,3542,719.22
930,4083,4474,1022,474.96
931,8349,5102,8904,598.68
932,2596,6889,6833,995.65
933,2494,6179,5733,205.89
934,7307,9463,626,83.59
935,4726,1843,5919,858.82
936,3949,1955,2514,56.38
937,373,8579,6910,312.04
938,2268,9957,2630,956.87
939,1360,6011,3712,499.65
940,2311,30,8891,498.36
941,9395,7899,6706,766.56
942,9835,4993,56,505.63
943,3515,6316,1,222.94
944,8755,8539,8025,920.21
945,1283,5752,8824,143.44
946,4043,1583,8969,305.15
947,2354,8826,2066,631.76
948,2088,7871,4023,840.26
949,6898,5010,506,436.91
950,5637,9948,5031,475.52
951,2615,3702,62,877.87
