product_id,product_name,amount,product_quantity
201,Penna stilografica,272.53,3476
202,console,310.0,4436
203,automobile,963.26,4375
204,cuffie,166.42,4576
205,Giocattoli per bambini,120.3,4232
206,tavolo,813.38,1974
207,coltello,260.16,1471
208,Lavatrice,665.69,3161
209,Scarpe da ginnastica,681.69,4185
210,sedia,293.81,3834
211,telecamera,479.81,2063
212,Aspirapolvere robot,650.98,2589
213,Videogiochi,374.79,4405
214,radiatore,592.36,1452
215,automobile,107.68,1522
216,Telefono cordless,128.12,99
217,macchina fotografica,823.43,160
218,Sedia da ufficio,418.6,731
219,altoparlante,926.44,1262
220,Scarpe da ginnastica,214.94,385
221,libro,849.85,2835
222,occhiali,159.36,4076
223,Scarpe da ginnastica,639.26,1893
224,Penna stilografica,943.34,4949
225,Letto a baldacchino,31.5,2952
226,Macchina da caffè,728.58,1071
227,Fornello a gas,473.35,773
228,Orologio da parete,734.81,542
229,telecamera,98.33,4220
230,Tavolo da pranzo,930.29,1898
231,Fornello a gas,387.82,119
232,Libri per bambini,847.75,3415
233,Valigia rigida,649.53,4308
234,Borsa da viaggio,135.16,605
235,lampada,230.03,2656
236,Aspirapolvere robot,481.0,1067
237,ventilatore,303.56,3260
238,bicchiere,19.79,3614
239,Olio di oliva extra vergine,47.87,150
240,ventilatore,859.66,2638
241,Olio di oliva extra vergine,709.12,969
242,Frigorifero doppia porta,718.17,1061
243,automobile,376.35,4637
244,Libri per bambini,86.06,1327
245,Telefono cordless,175.92,1724
246,Set di posate in acciaio inox,717.3,1082
247,radio,494.35,3227
248,Giocattoli per bambini,222.11,2025
249,tazza,79.09,2884
250,Lavastoviglie,591.12,2950
251,bicchiere,515.78,748
252,Lavastoviglie,698.96,2267
253,Tablet Android,692.19,3276
254,Scarpe da ginnastica,998.18,4109
255,Monitor PC,321.49,3867
256,tavolo,100.78,3481
257,forno,595.01,1159
258,forno,788.77,4815
259,Videocamera HD,179.22,935
260,televisore,923.14,1227
261,Orologio da parete,8.34,2826
262,microfono,89.08,4882
263,collana,729.32,3616
264,Tostapane,851.38,2856
265,Tavolo da pranzo,759.14,1044
266,bracciale,938.74,844
267,ventilatore,243.12,3903
268,Penna stilografica,464.26,4147
269,piatto,731.74,4007
270,console,228.98,4163
271,cuffie,60.86,1740
272,palla,499.39,2256
273,Giocattoli per bambini,284.29,3698
274,frullatore,18.98,1121
275,console,393.58,207
276,divano,792.14,1784
277,Set di posate in acciaio inox,40.07,1590
278,trapano,199.7,3170
279,Smart TV 4K,706.57,2687
280,Auricolari wireless,219.04,3148
281,computer,249.29,4092
282,Videocamera HD,753.63,2273
283,Videoproiettore HD,197.27,3643
284,Set di posate in acciaio inox,293.6,3269
285,automobile,232.96,1934
286,Cuffie Bluetooth,91.67,4173
287,letto,713.45,2937
288,Auricolari wireless,566.24,1330
289,bracciale,881.94,2699
290,Aspirapolvere robot,79.04,3854
291,altoparlante,421.08,4612
292,televisore,168.5,3193
293,Valigia rigida,461.18,3544
294,Telefono cordless,542.84,1159
295,stampante,562.35,1235
296,Orologio da polso,19.41,1699
297,macchina fotografica,408.85,1786
298,Videoproiettore HD,949.94,4839
299,coltello,435.92,4228
300,tavolo,386.99,2697
301,Bicicletta da corsa,22.48,3020
302,Penna stilografica,268.25,1570
303,Olio di oliva extra vergine,217.9,1502
304,cucchiaio,747.78,749
305,bicchiere,6.0,4644
306,Fornello a gas,901.32,3136
307,Tavolo da pranzo,427.95,1203
308,cellulare,470.24,2310
309,Orologio da polso,231.4,2094
310,Olio di oliva extra vergine,813.49,3052
311,tablet,285.12,4068
312,Videogiochi,739.51,3305
313,Smartwatch,740.77,987
314,stampante,457.15,3412
315,Monitor PC,879.96,709
316,Telefono cellulare,128.34,1079
317,telecamera,391.37,2461
318,cucchiaio,118.28,3727
319,Bicicletta da corsa,515.95,516
320,Macchina per il fitness,730.53,4204
321,Bicicletta da corsa,908.92,2627
322,bicicletta,324.72,3181
323,altoparlante,16.12,4312
324,console,480.59,336
325,Cuscino memory foam,521.58,4896
326,Giocattoli per bambini,965.98,3262
327,microfono,874.5,4904
328,cellulare,258.08,3856
329,Cuffie Bluetooth,425.26,3846
330,frullatore,439.75,1166
331,Telefono cordless,692.47,954
332,cellulare,732.17,1271
333,palla,392.52,1148
334,Smart TV 4K,827.19,4000
335,Set di pentole antiaderenti,474.73,3025
336,palla,840.3,4577
337,forchetta,745.15,931
338,Videocamera HD,341.76,3945
339,pantaloni,802.05,1399
340,Cuscino memory foam,17.32,2427
341,cuffie,378.71,2595
342,Pantofole da casa,845.04,1899
343,occhiali,937.61,1383
344,bracciale,776.2,934
345,Videoproiettore HD,455.98,1535
346,Ombrello pieghevole,516.82,4969
347,Videogiochi,459.04,4283
348,Macchina per il fitness,937.99,2467
349,borsa,112.63,3613
350,borsa,727.37,957
351,divano,722.48,3585
352,Kit per il trucco,527.02,3221
353,automobile,873.7,2277
354,Lavatrice,764.18,3569
355,Macchina per il fitness,175.73,3668
356,frullatore,465.8,1656
357,computer,389.98,3185
358,Piumino,765.88,1023
359,Lavastoviglie,11.13,2813
360,Frigorifero doppia porta,338.5,3446
361,Tablet Android,908.81,1669
362,tavolo,112.91,4334
363,altoparlante,137.16,839
364,Videocamera HD,474.67,1804
365,Tablet Android,299.39,4336
366,Ombrello pieghevole,442.77,3194
367,bicchiere,69.31,792
368,frullatore,822.99,1244
369,sedia,311.45,3379
370,Cuffie Bluetooth,955.78,2626
371,Orologio da polso,206.64,605
372,Cuffie Bluetooth,607.35,1002
373,macchina fotografica,61.2,1693
374,stampante,184.6,4607
375,palla,382.2,2938
376,cellulare,502.71,3263
377,Fornello a gas,653.13,4286
378,bicicletta,712.44,1288
379,Bicicletta da corsa,647.81,393
380,cuffie,137.33,2230
381,Sedia da ufficio,387.47,4815
382,Macchina per il fitness,383.42,1094
383,Sedia da ufficio,232.37,4008
384,Aspirapolvere robot,364.73,1038
385,Libri per bambini,95.2,3458
386,Ombrello pieghevole,178.84,419
387,tappeto,880.84,3685
388,Libri per bambini,382.67,4855
389,Tavolo da gioco,153.41,4027
390,Smart TV 4K,910.24,4602
391,Set di pentole antiaderenti,563.09,2581
392,Sedia da ufficio,315.02,3988
393,Borsa da viaggio,842.0,1827
394,Cuffie Bluetooth,397.01,754
395,Ombrello pieghevole,59.72,4616
396,Borsa da viaggio,786.49,4386
397,altoparlante,653.44,2288
398,coltello,517.85,4284
399,ventilatore,256.71,2405
400,Smartwatch,592.65,2553
401,letto,705.76,2588
402,forchetta,214.01,1725
403,palla,53.74,1555
404,Pentola a pressione,125.09,462
405,Pantofole da casa,411.23,2723
406,console,384.43,1359
407,Videogiochi,251.28,4646
408,cuffie,493.58,2961
409,Kit per il trucco,180.42,2330
410,Orologio da polso,266.83,3345
411,Lavastoviglie,703.84,4143
412,giocattolo,522.0,4372
413,palla,661.96,4543
414,Macchina per il fitness,982.87,4624
415,Bicicletta da corsa,328.64,1479
416,trapano,111.3,1970
417,divano,893.34,3585
418,ventola,728.07,627
419,occhiali,623.74,2787
420,macchina fotografica,115.59,1409
421,Macchina per il fitness,970.82,3995
422,lampada,826.59,3823
423,piatto,173.69,4426
424,cellulare,485.78,22
425,Videoproiettore HD,959.83,627
426,Macchina fotografica digitale,131.88,2011
427,Vino rosso pregiato,343.29,712
428,Frigorifero doppia porta,84.97,271
429,Scarpe da ginnastica,620.21,2471
430,pantaloni,244.26,489
431,Auricolari wireless,906.35,362
432,Libri per bambini,274.45,249
433,computer,904.14,1275
434,Set di posate in acciaio inox,57.18,2291
435,libro,603.95,3543
436,ocarina,400.04,783
437,Libri per bambini,708.68,1706
438,tostapane,852.67,1112
439,Libri per bambini,906.87,4018
440,Cuscino memory foam,311.58,2374
441,Lavatrice,593.15,3746
442,occhiali da sole,419.4,4798
443,Telefono cellulare,478.56,3972
444,divano,857.47,2304
445,Videogiochi,154.23,1512
446,Scarpe da ginnastica,930.96,3730
447,ventilatore,951.21,4862
448,radiatore,293.34,2853
449,tablet,33.32,3641
450,Piumino,656.44,1006
451,tablet,570.94,3016
452,Set di posate in acciaio inox,99.39,590
453,bracciale,837.86,2615
454,forchetta,494.87,432
455,collana,512.61,3058
456,letto,434.68,2132
457,Telefono cordless,228.23,4752
458,Macchina da caffè,770.92,1805
459,Smart TV 4K,282.69,4320
460,radiatore,164.86,189
461,tavolo,616.79,2963
462,orologio,391.16,3567
463,Pentola a pressione,296.84,3503
464,Tavolo da gioco,113.57,253
465,Giocattoli per bambini,442.48,3292
466,Borsa da viaggio,751.55,60
467,bracciale,976.5,3938
468,Tappeto persiano,193.68,554
469,Tavolo da gioco,767.51,2654
470,Letto a baldacchino,203.72,3029
471,ocarina,583.03,691
472,Tavolo da gioco,372.01,2601
473,Tablet Android,566.08,21
474,altoparlante,510.1,816
475,Macchina fotografica digitale,908.24,474
476,tazza,852.5,2987
477,Forno a microonde,959.61,3548
478,Videoproiettore HD,274.56,371
479,maglia,253.79,3883
480,Giocattoli per bambini,845.82,4039
481,Scarpe da ginnastica,575.09,3286
482,Borsa da viaggio,671.5,4026
483,Borsa da viaggio,20.71,3007
484,Orologio da parete,861.6,3732
485,Videoproiettore HD,936.9,1286
486,Bicicletta da corsa,53.37,2951
487,automobile,985.16,2532
488,Piumino,45.62,4416
489,letto,206.32,4325
490,forno,860.36,1088
491,borsa,161.73,4831
492,Set di pentole antiaderenti,626.61,233
493,Kit per il trucco,60.29,1411
494,Videocamera HD,862.62,2505
495,collana,51.04,2805
496,frigorifero,794.76,4945
497,Macchina fotografica digitale,523.23,3342
498,sedia,230.59,2212
499,forchetta,787.51,165
500,forno,448.11,2130
501,Macchina fotografica digitale,129.33,624
502,Scarpe da ginnastica,734.88,2856
503,Abbigliamento sportivo,20.64,4567
504,borsa,484.79,1670
505,cucchiaio,735.61,3048
506,Abbigliamento sportivo,367.51,1204
507,Set di posate in acciaio inox,758.34,1517
508,Fornello a gas,484.93,2012
509,Tostapane,314.07,1028
510,Auricolari wireless,347.89,2929
511,Borsa da viaggio,151.76,205
512,coltello,414.52,1096
513,Lavastoviglie,785.76,4949
514,radio,141.08,2631
515,forchetta,412.47,983
516,ocarina,356.69,2459
517,tappeto,986.73,2521
518,Libri per bambini,609.91,2085
519,forchetta,428.88,995
520,maglia,527.48,4056
521,radio,968.73,2501
522,palla,71.79,4804
523,Pentola a pressione,563.98,3051
524,frigorifero,82.82,1178
525,piatto,46.67,4546
526,Kit per il trucco,144.24,1372
527,macchina fotografica,556.31,407
528,Macchina fotografica digitale,308.1,2683
529,Macchina da caffè,693.83,1295
530,altoparlante,609.45,853
531,lampada,577.34,1177
532,Smart TV 4K,935.07,4607
533,altoparlante,891.46,2953
534,Smartwatch,438.01,67
535,sedia,223.15,963
536,Orologio da parete,391.41,4372
537,Lavastoviglie,825.6,4090
538,Pantofole da casa,279.67,1024
539,Videocamera HD,828.74,1028
540,radiatore,814.87,4101
541,Penna stilografica,402.42,1691
542,occhiali da sole,80.05,2810
543,Giocattoli per bambini,878.83,2492
544,stampante,338.09,619
545,automobile,980.66,1044
546,Kit per il trucco,104.49,4514
547,Lavastoviglie,274.84,4325
548,Scarpe da ginnastica,978.47,340
549,Orologio da polso,533.13,2674
550,cuffie,586.9,957
551,Tavolo da pranzo,978.53,4272
552,frigorifero,396.73,758
553,ocarina,112.0,3315
554,Tostapane,11.8,4697
555,macchina fotografica,985.19,2274
556,Ombrello pieghevole,161.37,2916
557,scarpe,29.14,2161
558,frigorifero,431.29,2684
559,pantaloni,927.52,1437
560,Orologio da polso,743.16,634
561,pantaloni,290.09,2192
562,microfono,312.67,4763
563,scarpe,325.19,3597
564,maglia,721.58,3323
565,tablet,38.29,285
566,bicicletta,799.49,2273
567,tavolo,82.26,2297
568,occhiali da sole,869.67,934
569,Giocattoli per bambini,77.32,4362
570,frullatore,354.73,1871
571,libro,196.84,3316
572,televisore,523.2,1134
573,cucchiaio,638.28,4702
574,Telefono cordless,934.55,4442
575,Altoparlante Bluetooth,965.45,2349
576,Bicicletta da corsa,910.1,1854
577,cuffie,174.85,1757
578,bicicletta,177.11,4956
579,Tostapane,701.97,2601
580,Kit per il trucco,574.99,1376
581,Smart TV 4K,488.26,961
582,maglia,751.25,91
583,collana,845.25,3267
584,occhiali da sole,919.71,987
585,forchetta,109.49,1840
586,pantaloni,573.65,682
587,Macchina per il fitness,122.59,355
588,Giocattoli per bambini,322.5,3720
589,Macchina per il fitness,363.87,4145
590,Cuffie Bluetooth,257.6,967
591,Macchina per il fitness,409.59,3355
592,Macchina da caffè,815.72,2531
593,divano,445.8,3070
594,Scarpe da ginnastica,183.08,3978
595,Tablet Android,519.48,3737
596,forchetta,729.54,2664
597,Monitor PC,116.6,3932
598,Tablet Android,305.73,2583
599,Orologio da parete,373.06,3487
600,piatto,652.83,4689
601,microfono,444.79,4576
602,pantaloni,808.61,4732
603,Vino rosso pregiato,673.19,1561
604,giocattolo,128.26,559
605,computer,471.73,4040
606,Lavastoviglie,505.64,474
607,Tablet Android,405.31,4792
608,occhiali,60.19,4431
609,Scarpe da ginnastica,559.47,927
610,bracciale,840.74,1538
611,Giocattoli per bambini,804.82,27
612,Libri per bambini,908.26,3031
613,telecamera,575.45,2692
614,letto,446.41,4692
615,letto,949.22,2729
616,Libri per bambini,88.2,4906
617,Olio di oliva extra vergine,754.99,885
618,cuffie,947.43,243
619,Lavatrice,344.07,126
620,palla,232.65,2945
621,Fornello a gas,104.06,1366
622,Valigia rigida,365.1,4669
623,ventilatore,668.31,1298
624,Olio di oliva extra vergine,318.65,2919
625,Monitor PC,406.55,4444
626,forno,826.04,3752
627,Fornello a gas,621.34,616
628,Lavatrice,744.85,1013
629,macchina fotografica,42.54,4046
630,forno,264.29,3482
631,palla,400.58,2534
632,letto,863.91,3054
633,cucchiaio,923.86,432
634,Orologio da polso,958.28,3236
635,Macchina fotografica digitale,425.19,4182
636,Aspirapolvere robot,860.22,2229
637,Tavolo da pranzo,157.68,1974
638,frullatore,368.89,2467
639,macchina fotografica,991.34,2482
640,telecamera,703.21,1425
641,Pantofole da casa,526.19,2062
642,bicchiere,662.57,1688
643,Stampante laser,924.93,4473
644,Cuscino memory foam,548.23,3493
645,Macchina da caffè,762.25,484
646,Pantaloni in jeans,924.14,3337
647,Stampante laser,39.91,3630
648,stampante,65.29,3995
649,Olio di oliva extra vergine,616.0,1888
650,Pentola a pressione,509.29,3867
651,occhiali,874.67,91
652,ventilatore,352.74,489
653,Cuscino memory foam,25.8,4970
654,collana,397.22,1969
655,occhiali,546.06,3484
656,giocattolo,29.19,1531
657,Piumino,594.96,2720
658,forno,899.44,2289
659,ocarina,674.83,2945
660,Sedia da ufficio,217.64,2260
661,cellulare,907.26,387
662,lampada,255.21,28
663,Smartwatch,951.44,4781
664,Bicicletta da corsa,9.67,2643
665,Tavolo da gioco,291.72,1804
666,tavolo,699.39,4916
667,Kit per il trucco,414.54,3407
668,Videoproiettore HD,376.15,2883
669,microfono,175.91,964
670,scarpe,191.72,1004
671,Borsa da viaggio,604.83,3964
672,libro,380.31,4687
673,occhiali,399.26,3874
674,palla,126.1,1297
675,Kit per il trucco,69.92,1060
676,bracciale,747.3,1796
677,trapano,649.94,3598
678,Scarpe da ginnastica,531.84,3993
679,Macchina fotografica digitale,366.57,1857
680,microfono,578.24,3066
681,console,631.28,3926
682,tazza,176.96,2952
683,Videogiochi,268.97,4948
684,Stampante laser,701.73,1710
685,Bicicletta da corsa,831.5,2903
686,altoparlante,404.24,3071
687,Altoparlante Bluetooth,206.09,2708
688,Cuscino memory foam,463.22,4265
689,macchina fotografica,78.82,2929
690,occhiali,973.08,428
691,Portatile,344.67,1341
692,Piumino,834.88,33
693,Sedia da ufficio,691.39,2341
694,Tappeto persiano,67.11,2220
695,Monitor PC,886.42,659
696,altoparlante,810.0,799
697,Forno a microonde,184.59,1983
698,ocarina,410.01,693
699,forno,315.93,996
700,Ombrello pieghevole,8.4,1063
701,Cuffie Bluetooth,109.69,961
702,Monitor PC,325.16,257
703,tazza,64.18,2998
704,Aspirapolvere robot,506.19,2794
705,coltello,975.24,3443
706,coltello,795.95,2565
707,computer,347.11,4211
708,Cuffie Bluetooth,216.83,4285
709,maglia,155.34,4272
710,Orologio da parete,438.67,1877
711,tavolo,251.82,3871
712,televisore,173.61,416
713,stampante,202.62,1907
714,ventola,484.93,328
715,Monitor PC,232.79,3726
716,Pantofole da casa,330.62,3039
717,sedia,626.35,178
718,Kit per il trucco,207.97,881
719,Frigorifero doppia porta,152.19,1860
720,letto,948.38,2482
721,letto,605.57,801
722,Forno a microonde,133.95,4670
723,Giocattoli per bambini,10.78,558
724,Tavolo da pranzo,11.09,2607
725,Borsa da viaggio,390.34,2771
726,Telefono cellulare,410.94,956
727,bicicletta,26.6,4030
728,Set di posate in acciaio inox,275.18,4658
729,Pantaloni in jeans,612.77,4450
730,Tostapane,454.43,3497
731,tappeto,803.4,3672
732,ventola,682.34,2745
733,automobile,738.11,4756
734,palla,496.55,4122
735,occhiali da sole,727.97,1432
736,scarpe,666.39,655
737,Pantaloni in jeans,595.63,3356
738,Videogiochi,650.89,590
739,maglia,391.82,2578
740,Smartwatch,386.94,2659
741,Telefono cellulare,517.3,1359
742,radiatore,596.21,2548
743,Borsa da viaggio,922.43,4763
744,Lavastoviglie,482.87,1508
745,Set di pentole antiaderenti,362.5,4361
746,Altoparlante Bluetooth,735.34,707
747,Telefono cellulare,743.61,2422
748,Ombrello pieghevole,22.71,1025
749,altoparlante,550.44,500
750,forno,174.56,1265
751,Cuffie Bluetooth,299.86,373
752,Macchina per il fitness,604.24,3004
753,ventilatore,266.41,4177
754,tazza,186.83,4219
755,Macchina fotografica digitale,712.85,3413
756,sedia,174.28,2693
757,occhiali,185.15,2293
758,palla,750.91,4528
759,Lavatrice,817.55,2133
760,Smart TV 4K,977.97,2286
761,Penna stilografica,894.57,1839
762,cucchiaio,666.48,2609
763,cellulare,319.08,1074
764,ventilatore,889.23,4668
765,Tavolo da gioco,866.73,607
766,tappeto,505.6,2072
767,Smartwatch,443.69,3752
768,stampante,284.21,2720
769,Set di posate in acciaio inox,876.47,2022
770,Tablet Android,80.63,2523
771,occhiali,649.63,2995
772,altoparlante,743.26,2017
773,occhiali da sole,318.26,824
774,automobile,563.84,1851
775,computer,557.96,4712
776,Letto a baldacchino,438.19,1187
777,microfono,321.5,3484
778,Valigia rigida,278.04,978
779,Set di pentole antiaderenti,333.77,3858
780,Letto a baldacchino,534.31,4497
781,automobile,996.62,2532
782,Libri per bambini,69.73,1287
783,Telefono cordless,137.12,960
784,Smartwatch,688.32,1185
785,bracciale,18.29,1188
786,tavolo,130.59,2124
787,piatto,137.91,34
788,ventola,733.41,1711
789,Videoproiettore HD,974.16,1881
790,Smartwatch,394.56,2585
791,collana,26.82,4130
792,cuffie,476.28,3394
793,macchina fotografica,618.59,8
794,Auricolari wireless,426.41,2328
795,giocattolo,777.27,4254
796,Lavastoviglie,954.42,2581
797,tazza,573.62,1635
798,Lavastoviglie,780.95,566
799,Set di pentole antiaderenti,451.65,4349
800,maglia,357.79,567
801,giocattolo,309.35,2307
802,Orologio da polso,190.05,969
803,pantaloni,299.8,859
804,telecamera,912.7,1641
805,Bicicletta da corsa,377.33,3814
806,borsa,36.79,4204
807,tostapane,516.16,4787
808,Orologio da parete,31.77,4811
809,Videocamera HD,423.67,924
810,lampada,143.22,1436
811,libro,760.97,420
812,Tablet Android,916.74,2619
813,Orologio da polso,798.52,721
814,palla,936.96,3166
815,tavolo,71.4,4185
816,Letto a baldacchino,73.86,4373
817,Pentola a pressione,288.08,2905
818,Macchina fotografica digitale,489.16,3766
819,Bicicletta da corsa,568.99,2063
820,occhiali,667.24,3983
821,Videoproiettore HD,822.38,2811
822,macchina fotografica,540.09,3212
823,bicchiere,171.2,1598
824,maglia,104.56,2210
825,Fornello a gas,46.62,1347
826,Macchina per il fitness,760.94,1152
827,Macchina fotografica digitale,576.17,4068
828,ventilatore,984.78,4171
829,tavolo,89.73,2158
830,bracciale,472.17,3475
831,Aspirapolvere robot,677.21,3625
832,bicchiere,540.8,2347
833,Penna stilografica,933.67,4152
834,trapano,872.77,4196
835,Macchina per il fitness,569.11,1009
836,microfono,9.06,4651
837,macchina fotografica,215.93,1208
838,tazza,643.82,4776
839,radio,868.98,1644
840,Bicicletta da corsa,363.71,4993
841,Tostapane,851.45,1529
842,Libri per bambini,154.26,1491
843,occhiali,995.47,1973
844,collana,339.86,412
845,Smart TV 4K,90.35,1452
846,Bicicletta da corsa,826.9,4886
847,radio,326.81,2598
848,cucchiaio,285.57,4883
849,Tavolo da pranzo,44.95,812
850,Telefono cordless,869.14,4843
851,Giocattoli per bambini,73.32,3262
852,automobile,243.94,3601
853,Orologio da parete,26.04,3224
854,pantaloni,947.6,416
855,Telefono cordless,567.28,1621
856,Valigia rigida,608.7,1207
857,frullatore,322.42,1555
858,Macchina da caffè,567.41,4373
859,Abbigliamento sportivo,994.49,451
860,Tavolo da pranzo,165.14,4086
861,Sedia da ufficio,90.08,3858
862,sedia,211.37,2005
863,forchetta,477.83,2830
864,tostapane,398.66,4354
865,Sedia da ufficio,471.72,3861
866,telecamera,51.23,4033
867,Pantofole da casa,205.71,1630
868,console,400.66,4089
869,Tappeto persiano,33.34,909
870,Smartwatch,684.93,3233
871,Aspirapolvere robot,95.1,4953
872,Letto a baldacchino,671.62,3998
873,Cuffie Bluetooth,631.03,1495
